customer_id,estimated_salary,balance,age,credit_score,country*balance,products_number,gender,cluster
15791700,143007.49,118079.47,47,773,236158.94,4,1.0,0
15809826,20276.87,109705.52,46,728,0.0,1,0.0,2
15803749,12577.21,87541.06,41,498,175082.12,2,0.0,2
15736069,115566.57,132253.22,35,767,264506.44,1,0.0,2
15713655,56229.72,0.0,38,720,0.0,2,0.0,3
15633930,140991.23,157559.59,56,648,157559.59,2,0.0,2
15712849,177644.52,126550.7,41,632,253101.4,1,1.0,1
15639077,142342.55,158584.82,30,622,0.0,3,0.0,0
15648577,176570.28,0.0,31,493,0.0,1,0.0,3
15633112,9452.88,118199.97,42,681,236399.94,2,1.0,1
15780038,169763.89,119208.85,38,756,119208.85,1,1.0,1
15578799,192072.1,53772.73,58,625,0.0,1,0.0,3
15586264,26450.57,140431.98,43,572,0.0,1,1.0,1
15629323,175324.74,116471.43,37,617,232942.86,2,0.0,2
15777553,99504.03,123785.24,56,659,0.0,1,0.0,2
15622217,28226.15,88758.95,38,538,0.0,2,0.0,2
15570835,41229.73,112044.72,57,491,224089.44,1,0.0,2
15808044,107890.69,106804.26,65,580,0.0,3,0.0,0
15684951,7905.06,68892.77,59,542,0.0,2,0.0,3
15783615,47775.34,129370.91,50,630,258741.82,4,1.0,0
15789097,44965.54,0.0,48,644,0.0,2,1.0,3
15801265,197804.0,57784.22,45,689,57784.22,1,0.0,3
15664543,152876.13,0.0,40,699,0.0,1,1.0,3
15582714,135655.29,110022.74,47,749,220045.48,1,1.0,1
15621210,31368.08,123444.72,46,599,246889.44,1,1.0,1
15724223,10034.77,0.0,55,545,0.0,1,0.0,3
15624388,87351.42,155393.32,50,649,310786.64,1,0.0,2
15581440,80552.11,110463.25,48,724,220926.5,2,0.0,2
15654390,25722.28,154575.76,33,640,0.0,1,1.0,1
15595728,122284.38,119276.31,41,523,238552.62,1,1.0,1
15642345,7571.51,93059.34,49,714,186118.68,1,0.0,2
15706163,92727.42,113625.93,46,518,227251.86,1,1.0,1
15746708,65156.83,119961.48,55,589,239922.96,1,1.0,1
15787907,149097.38,137227.04,42,719,274454.08,3,0.0,0
15646764,35199.24,119024.75,58,617,238049.5,2,0.0,2
15678284,129451.29,74623.5,35,651,0.0,3,1.0,0
15726791,145134.49,157929.45,45,637,157929.45,1,0.0,2
15710366,83629.6,0.0,42,569,0.0,1,0.0,3
15791053,11.58,122917.71,45,709,245835.42,1,1.0,1
15682600,80582.34,159492.79,39,620,318985.58,1,1.0,1
15708212,172586.89,118241.02,54,648,118241.02,1,0.0,2
15578297,138510.01,125537.38,43,737,251074.76,1,0.0,2
15774151,14666.35,179915.85,41,614,179915.85,1,0.0,2
15778395,68562.26,88815.56,34,762,177631.12,2,1.0,1
15657342,60708.72,147972.19,28,850,295944.38,1,1.0,1
15672374,56407.42,170008.84,52,672,0.0,1,1.0,1
15809286,152422.91,138292.64,37,631,276585.28,2,1.0,1
15579130,181499.77,118994.84,43,708,237989.68,1,0.0,2
15806027,175149.2,0.0,52,556,0.0,1,0.0,3
15603914,20339.79,0.0,40,614,0.0,1,1.0,3
15661821,31686.33,132571.67,49,798,265143.34,1,0.0,2
15689351,73743.95,92805.72,41,742,185611.44,1,0.0,2
15782247,186233.26,0.0,22,540,0.0,3,1.0,0
15769064,31728.86,135309.36,39,537,270618.72,1,1.0,1
15613189,113266.28,56580.93,52,774,0.0,1,0.0,3
15792525,149922.38,97361.66,61,628,194723.32,1,0.0,2
15586976,180702.12,0.0,42,566,0.0,1,0.0,3
15567980,140857.76,100727.5,46,537,201455.0,1,0.0,2
15636089,109718.44,145751.03,51,678,291502.06,1,0.0,2
15727490,107243.31,0.0,47,661,0.0,1,1.0,3
15756920,78955.8,70655.48,63,576,0.0,1,1.0,1
15726403,26025.6,129901.21,41,660,259802.42,1,1.0,1
15704442,147311.47,169406.33,53,672,0.0,4,0.0,0
15630617,113033.73,140418.81,36,727,280837.62,1,1.0,1
15679249,169621.69,163146.46,57,351,326292.92,1,0.0,2
15693199,191557.1,0.0,37,739,0.0,2,0.0,3
15760294,64869.32,145150.28,41,512,0.0,1,0.0,2
15778155,183572.39,108914.17,31,520,217828.34,1,0.0,2
15666548,197634.11,111920.13,56,466,223840.26,3,0.0,0
15634974,131766.67,75150.34,37,614,0.0,4,0.0,0
15689341,179267.94,0.0,50,655,0.0,4,0.0,0
15744327,85455.62,0.0,40,564,0.0,1,1.0,3
15759436,67944.09,95813.76,50,758,0.0,3,0.0,0
15751561,187247.56,102453.26,61,498,204906.52,1,1.0,1
15726490,52759.82,0.0,52,782,0.0,1,1.0,3
15598086,168002.31,68639.57,45,624,0.0,1,0.0,3
15578809,174434.06,134760.21,40,651,269520.42,2,1.0,1
15752026,194930.3,0.0,58,691,0.0,1,1.0,3
15569571,120376.87,87361.02,46,584,174722.04,2,0.0,2
15769703,97623.42,111257.59,45,550,222515.18,1,0.0,2
15679770,66238.23,131583.59,61,611,0.0,4,0.0,0
15791102,131710.59,95020.8,41,549,190041.6,3,1.0,0
15755178,191849.15,0.0,50,660,0.0,3,1.0,0
15617197,31840.59,0.0,50,524,0.0,2,1.0,3
15631240,12096.61,0.0,36,645,0.0,2,0.0,3
15732270,198446.91,0.0,71,727,0.0,1,1.0,3
15711834,67997.13,0.0,30,650,0.0,1,0.0,3
15672144,73963.17,144432.04,38,667,0.0,1,0.0,2
15775905,45750.21,130024.87,47,612,260049.74,1,0.0,2
15688691,1112.76,110610.41,51,665,221220.82,2,0.0,2
15592736,176680.16,102994.04,54,551,205988.08,1,1.0,1
15597896,81537.85,127760.07,30,365,255520.14,1,1.0,1
15731790,7387.8,132591.36,38,697,265182.72,1,0.0,2
15787318,16259.64,103163.35,47,537,206326.7,1,0.0,2
15744582,154971.63,0.0,24,680,0.0,3,0.0,0
15640846,128881.87,106458.31,58,546,212916.62,4,0.0,0
15602735,108040.86,152296.83,45,692,304593.66,4,1.0,0
15800062,25867.67,0.0,49,850,0.0,1,1.0,3
15775891,103712.05,107247.69,48,634,214495.38,1,1.0,1
15711789,161242.99,0.0,42,768,0.0,1,0.0,3
15680278,27608.12,75361.44,42,661,75361.44,1,0.0,2
15581036,120158.72,109308.79,40,712,218617.58,2,0.0,2
15687162,56767.67,119889.84,51,461,0.0,1,1.0,1
15759874,74838.64,148595.55,44,532,0.0,1,1.0,1
15815490,177028.0,164948.98,40,670,329897.96,3,1.0,0
15679410,30990.16,140549.4,62,729,0.0,1,0.0,2
15688409,108457.99,191864.51,28,742,0.0,1,0.0,2
15742272,131609.48,96418.09,44,669,0.0,1,0.0,2
15635660,105890.55,142910.15,30,612,285820.3,1,1.0,1
15582325,173899.42,87894.26,52,524,0.0,1,1.0,1
15760446,13181.37,0.0,64,598,0.0,1,0.0,3
15641994,32462.39,103018.45,43,667,206036.9,1,1.0,1
15636999,77661.12,0.0,38,414,0.0,1,1.0,3
15639946,36051.46,162532.14,39,597,325064.28,3,0.0,0
15729954,170487.4,0.0,28,586,0.0,3,0.0,0
15627352,4969.13,110356.42,46,459,220712.84,1,1.0,1
15809178,32574.01,146100.75,42,569,292201.5,1,0.0,2
15806688,130113.78,123110.9,56,726,123110.9,3,0.0,0
15576824,104722.47,111760.4,44,564,223520.8,3,0.0,0
15592816,118855.26,108076.33,48,623,216152.66,1,0.0,2
15662098,113677.53,128808.65,41,650,128808.65,3,1.0,0
15658889,51980.25,136444.25,22,689,0.0,1,1.0,1
15753332,175753.55,128140.17,48,401,256280.34,1,1.0,1
15767474,169719.35,0.0,57,481,0.0,3,0.0,0
15626787,115337.74,185078.26,31,698,185078.26,1,0.0,2
15566708,161653.5,0.0,45,444,0.0,2,0.0,3
15730433,125953.83,128218.47,38,580,256436.94,1,0.0,2
15782468,12457.76,109799.55,51,850,109799.55,2,1.0,1
15776233,182184.09,125397.21,61,758,250794.42,1,0.0,2
15641416,157527.6,94867.18,61,732,189734.36,2,0.0,2
15771417,69584.3,132412.38,43,640,0.0,1,1.0,1
15585100,198814.24,124401.6,40,511,248803.2,1,0.0,2
15700487,162643.15,118022.06,46,805,0.0,3,1.0,0
15747503,68860.3,184552.12,44,705,184552.12,1,1.0,1
15597930,172495.81,59669.43,52,646,0.0,1,1.0,3
15723299,153887.93,113709.28,53,774,0.0,1,1.0,1
15618936,91624.11,0.0,51,688,0.0,1,0.0,3
15787529,65986.48,0.0,38,592,0.0,1,1.0,3
15600934,171189.83,125095.94,52,758,0.0,1,0.0,2
15785782,114709.13,0.0,48,513,0.0,1,1.0,3
15812513,132127.69,103583.05,45,599,207166.1,1,1.0,1
15678572,90256.06,99842.5,38,529,99842.5,2,1.0,1
15776454,100478.6,0.0,48,603,0.0,1,0.0,3
15648489,24207.86,199689.49,53,487,0.0,1,1.0,1
15813067,43046.7,110219.14,45,432,220438.28,1,0.0,2
15707968,89587.34,73211.12,36,545,73211.12,2,1.0,1
15671591,198874.52,96196.24,52,439,96196.24,4,1.0,0
15669411,126233.18,107467.56,52,750,214935.12,1,0.0,2
15789425,182354.46,98218.04,37,694,196436.08,2,0.0,2
15624510,27445.4,139781.06,52,696,0.0,1,1.0,1
15668575,104502.02,148610.41,26,626,148610.41,3,0.0,0
15628972,127443.82,123906.22,32,699,247812.44,3,1.0,0
15617482,37240.11,131441.51,52,489,262883.02,1,0.0,2
15704583,114522.68,0.0,56,651,0.0,1,1.0,3
15621083,72549.27,136325.48,57,698,0.0,2,1.0,1
15649487,176712.59,113150.44,38,578,226300.88,2,0.0,2
15581198,112946.67,122104.79,39,668,244209.58,1,0.0,2
15724858,191212.63,0.0,54,688,0.0,1,0.0,3
15690188,58043.02,0.0,33,631,0.0,1,1.0,3
15591915,73669.94,0.0,39,533,0.0,1,0.0,3
15776348,180197.74,124365.42,20,835,248730.84,1,1.0,1
15671655,140262.96,143966.3,31,763,287932.6,2,1.0,1
15789109,144272.71,0.0,41,686,0.0,1,0.0,3
15605000,171457.06,140278.99,38,550,0.0,3,1.0,0
15577178,193160.25,68375.27,45,511,0.0,1,1.0,3
15595324,5831.0,117833.3,39,579,235666.6,3,0.0,0
15595228,52885.23,0.0,45,815,0.0,1,1.0,3
15651983,196241.94,128882.49,56,591,0.0,1,0.0,2
15655123,195395.33,131355.3,45,505,131355.3,3,0.0,0
15682268,60231.74,108348.66,26,676,216697.32,1,0.0,2
15684801,156878.42,93871.95,47,689,0.0,3,1.0,0
15636428,182784.11,0.0,45,703,0.0,1,0.0,3
15720943,189362.39,114959.12,45,747,0.0,1,0.0,2
15697997,180716.1,164704.38,33,602,0.0,1,1.0,1
15619653,35046.97,0.0,47,666,0.0,1,1.0,3
15800061,135169.76,89158.94,45,495,89158.94,3,0.0,0
15687491,88211.12,101207.75,45,817,202415.5,1,1.0,1
15779862,146339.27,133003.03,31,658,266006.06,1,0.0,2
15699247,123977.86,0.0,44,791,0.0,2,0.0,3
15570932,119100.05,137780.74,43,666,0.0,2,1.0,1
15609653,133591.11,118715.86,44,614,237431.72,1,0.0,2
15759066,192359.9,136836.49,44,483,0.0,1,0.0,2
15814816,141210.18,91592.06,40,466,0.0,1,1.0,1
15571059,130805.54,0.0,54,734,0.0,1,0.0,3
15779581,94811.85,55853.33,43,734,55853.33,2,0.0,3
15745083,27965.0,91415.76,59,613,182831.52,1,1.0,1
15794566,144423.17,0.0,28,678,0.0,2,0.0,3
15697424,182726.22,119370.11,30,597,119370.11,1,0.0,2
15735878,26812.89,134381.52,47,850,268763.04,1,0.0,2
15707596,66732.63,114888.74,74,546,229777.48,2,0.0,2
15622478,107815.31,105061.74,40,698,0.0,3,0.0,0
15636023,147093.84,0.0,40,619,0.0,1,0.0,3
15663161,47795.43,143139.87,51,680,286279.74,1,0.0,2
15795224,67131.3,178585.46,39,760,0.0,1,1.0,1
15721007,129525.5,115130.34,33,776,230260.68,1,1.0,1
15813113,35418.69,0.0,56,795,0.0,1,0.0,3
15772073,140173.17,0.0,48,664,0.0,1,1.0,3
15701537,166513.49,0.0,60,756,0.0,1,1.0,3
15769596,15832.43,110407.44,24,710,220814.88,2,0.0,2
15775590,102640.52,69329.47,48,482,138658.94,1,0.0,2
15730688,158585.17,116755.5,28,548,0.0,2,0.0,2
15810075,153955.38,130694.89,39,648,0.0,2,0.0,2
15724161,77063.63,137285.26,40,644,0.0,4,0.0,0
15569641,59354.24,130701.29,41,692,261402.58,1,0.0,2
15801336,106655.88,114737.26,37,649,229474.52,1,0.0,2
15746203,43507.1,119817.33,62,555,239634.66,1,1.0,1
15583137,132005.85,130806.99,48,637,0.0,2,0.0,2
15680752,80496.71,0.0,49,675,0.0,1,0.0,3
15791373,12639.67,80931.75,35,850,161863.5,1,0.0,2
15589449,94248.16,0.0,56,815,0.0,3,0.0,0
15764604,119814.25,164769.02,35,586,0.0,3,0.0,0
15750447,147489.76,117738.81,60,678,0.0,1,0.0,2
15631070,137674.96,154393.43,55,667,308786.86,1,1.0,1
15761950,153383.54,110827.49,45,652,221654.98,1,0.0,2
15725794,116249.72,0.0,49,659,0.0,1,0.0,3
15678201,104469.06,0.0,46,548,0.0,1,0.0,3
15603942,177747.03,81290.02,50,547,162580.04,3,1.0,0
15733973,19632.64,0.0,42,850,0.0,1,0.0,3
15596761,18424.24,113715.36,60,515,227430.72,1,1.0,1
15747097,23598.23,0.0,35,611,0.0,1,1.0,3
15713463,129936.53,138881.04,41,645,277762.08,1,0.0,2
15589715,49553.38,0.0,66,584,0.0,1,0.0,3
15664907,21312.16,0.0,47,527,0.0,1,1.0,3
15588080,110273.84,0.0,54,675,0.0,1,1.0,3
15717560,57541.08,125647.36,50,580,0.0,1,1.0,1
15768151,155407.21,109032.23,45,514,218064.46,1,0.0,2
15579212,33676.48,0.0,57,638,0.0,1,1.0,3
15587419,107665.68,0.0,58,611,0.0,2,1.0,3
15750335,184044.8,108508.82,43,850,217017.64,3,1.0,0
15778368,117505.07,121175.56,50,552,242351.12,1,1.0,1
15768072,27557.18,0.0,33,688,0.0,1,0.0,3
15654456,88307.87,149726.08,48,511,299452.16,1,1.0,1
15807525,33879.26,0.0,43,447,0.0,2,1.0,3
15611430,12847.61,0.0,54,690,0.0,1,1.0,3
15793890,163365.85,0.0,59,728,0.0,1,0.0,3
15646091,123181.44,95140.44,43,560,95140.44,2,0.0,2
15596984,16447.6,0.0,31,629,0.0,1,0.0,3
15715622,147964.99,238387.56,57,583,0.0,1,0.0,2
15627220,184570.04,98807.45,43,735,197614.9,1,0.0,2
15706071,22197.8,127631.62,39,528,255263.24,1,1.0,1
15801904,8755.69,143988.0,28,677,287976.0,2,1.0,1
15784320,34607.14,133793.89,44,632,0.0,1,0.0,2
15628767,175696.16,139529.93,63,608,139529.93,2,0.0,2
15758116,128019.48,64646.7,53,666,0.0,1,1.0,3
15575119,146895.36,0.0,71,779,0.0,2,1.0,3
15799626,17323.0,126345.55,50,637,252691.1,1,1.0,1
15651352,146388.85,0.0,38,529,0.0,1,0.0,3
15647385,4523.74,99340.83,56,579,99340.83,1,1.0,1
15631305,60843.09,126833.79,28,599,126833.79,2,0.0,2
15603465,51871.95,155447.65,45,665,310895.3,2,0.0,2
15750638,190659.17,116765.7,33,705,233531.4,1,0.0,2
15764431,28238.25,130929.02,34,671,130929.02,4,0.0,0
15648881,7926.35,101016.53,40,581,202033.06,1,1.0,1
15749905,50213.81,0.0,47,698,0.0,1,0.0,3
15625175,60920.03,97067.69,43,742,194135.38,1,0.0,2
15643967,197699.8,92208.54,37,652,0.0,1,0.0,2
15733234,62449.07,0.0,58,777,0.0,1,0.0,3
15721582,115800.1,77270.08,40,644,154540.16,2,0.0,2
15628219,110359.68,111911.63,37,665,223823.26,1,0.0,2
15765982,11783.1,74135.85,41,735,0.0,1,1.0,1
15724863,144870.28,91893.32,55,420,91893.32,1,0.0,2
15633352,113167.17,175443.75,31,628,0.0,1,0.0,2
15593736,184980.23,131769.04,46,598,263538.08,1,0.0,2
15710689,74965.61,63609.92,40,578,63609.92,1,1.0,1
15674678,548.52,79120.27,43,731,158240.54,1,0.0,2
15745605,90655.94,88011.4,47,722,0.0,1,0.0,2
15606755,58667.16,0.0,46,597,0.0,2,0.0,3
15612092,78111.84,105397.8,32,646,210795.6,1,1.0,1
15722965,53179.21,89079.41,57,757,0.0,1,1.0,1
15789974,197519.66,94598.48,33,713,0.0,1,1.0,1
15713370,183058.51,188241.05,36,657,188241.05,2,1.0,1
15791216,177378.66,133379.41,43,600,266758.82,1,1.0,1
15627840,91981.85,0.0,42,682,0.0,1,0.0,3
15806956,11710.4,112666.67,30,746,112666.67,1,1.0,1
15807993,5790.9,110148.49,30,588,220296.98,1,0.0,2
15728456,42171.13,0.0,33,604,0.0,1,1.0,3
15809137,198376.02,0.0,29,453,0.0,1,1.0,3
15588944,140758.07,165350.61,63,456,0.0,2,0.0,2
15660505,114371.33,106344.95,46,735,212689.9,1,1.0,1
15594878,69586.27,28082.95,41,661,28082.95,1,0.0,3
15569248,149629.13,0.0,43,554,0.0,2,0.0,3
15623712,83008.49,0.0,42,453,0.0,3,0.0,0
15653251,188484.52,87873.39,84,408,0.0,1,0.0,3
15755077,133699.82,105617.73,37,778,211235.46,2,0.0,2
15808557,72172.13,0.0,42,695,0.0,1,0.0,3
15761023,7611.61,120847.11,43,554,241694.22,1,0.0,2
15801218,179521.24,135133.39,49,675,0.0,1,1.0,1
15641359,2423.9,0.0,35,662,0.0,2,0.0,3
15647725,166305.16,62055.17,61,675,0.0,3,0.0,0
15626612,135163.76,104784.23,40,741,104784.23,1,1.0,1
15629094,149912.28,156948.41,36,528,0.0,1,0.0,2
15651823,88206.04,147751.75,60,590,0.0,1,0.0,2
15727353,32275.09,142028.36,64,650,0.0,1,0.0,2
15733777,65501.91,0.0,44,817,0.0,1,1.0,3
15723263,116069.24,117160.32,34,495,234320.64,1,0.0,2
15803121,144184.06,97565.74,51,847,0.0,1,1.0,1
15761670,126381.6,0.0,50,695,0.0,1,0.0,3
15706005,90189.72,174701.05,46,674,0.0,1,1.0,1
15711618,116511.12,124640.51,39,704,249281.02,1,0.0,2
15773221,135650.72,79757.21,43,577,79757.21,1,1.0,1
15628886,60590.72,123959.97,56,677,123959.97,1,1.0,1
15573599,194421.12,0.0,57,506,0.0,2,0.0,3
15747208,93568.77,0.0,50,608,0.0,1,1.0,3
15772528,54473.6,121376.15,47,750,0.0,2,0.0,2
15711716,106918.67,131368.3,56,580,0.0,1,0.0,2
15639357,178587.36,134950.19,46,415,0.0,3,1.0,0
15738907,31907.44,96956.1,60,798,0.0,1,0.0,2
15663446,18922.18,107601.79,29,792,215203.58,1,0.0,2
15750867,147222.95,92060.06,46,489,184120.12,1,0.0,2
15634968,71121.04,110689.07,37,789,221378.14,1,0.0,2
15809320,31726.76,0.0,52,845,0.0,1,0.0,3
15793049,139558.6,115115.38,48,680,230230.76,1,0.0,2
15607263,13288.46,0.0,55,788,0.0,1,1.0,3
15610900,22666.77,110738.89,70,770,0.0,1,0.0,2
15691703,67830.2,105792.49,47,545,0.0,1,1.0,1
15759284,117948.0,0.0,37,750,0.0,1,0.0,3
15661903,199378.58,80764.03,43,699,0.0,1,0.0,2
15664668,12483.39,144801.97,42,534,0.0,1,0.0,2
15602731,134889.95,0.0,31,724,0.0,1,1.0,3
15586133,68574.88,122314.5,44,666,244629.0,1,0.0,2
15666270,95181.06,147803.48,40,676,0.0,1,0.0,2
15727197,148477.57,170228.59,52,576,0.0,2,0.0,2
15722246,13161.66,0.0,60,742,0.0,1,0.0,3
15609704,79304.38,0.0,33,608,0.0,1,0.0,3
15768451,60036.99,149131.03,40,739,298262.06,3,1.0,0
15812616,82967.97,0.0,49,707,0.0,1,0.0,3
15729489,191790.29,98592.88,34,762,197185.76,1,0.0,2
15640409,87941.85,89087.89,46,817,178175.78,1,0.0,2
15577999,70916.0,124678.35,62,850,0.0,1,0.0,2
15703541,46675.51,143930.92,51,772,287861.84,1,0.0,2
15608344,102975.72,137059.05,29,749,274118.1,3,0.0,0
15768367,175071.29,186558.55,27,781,0.0,1,0.0,2
15568573,179797.79,105701.91,51,554,211403.82,1,0.0,2
15689598,93917.68,0.0,46,722,0.0,1,1.0,3
15635396,141872.05,139106.19,29,738,278212.38,1,0.0,2
15678944,9241.83,130935.56,32,655,261871.12,1,0.0,2
15718507,149517.71,116509.99,37,647,233019.98,1,1.0,1
15804709,166165.93,111578.18,35,688,223156.36,1,1.0,1
15582910,16717.11,112230.38,38,514,0.0,1,1.0,1
15773868,134625.09,125734.2,37,653,251468.4,2,0.0,2
15691785,53067.83,0.0,61,850,0.0,1,1.0,3
15685290,48421.4,142360.62,46,595,284721.24,2,1.0,1
15680449,37688.31,138843.7,44,431,277687.4,1,0.0,2
15599860,136592.24,109958.15,26,647,109958.15,1,0.0,2
15728224,42131.26,149155.53,41,710,298311.06,2,0.0,2
15644174,186523.72,135096.05,27,638,270192.1,1,1.0,1
15756751,153482.91,78126.28,54,596,78126.28,1,0.0,2
15584037,25881.0,106913.43,58,727,213826.86,1,1.0,1
15669887,69101.23,0.0,51,839,0.0,1,0.0,3
15651264,118545.49,124425.99,51,850,248851.98,1,1.0,1
15724251,32589.89,101012.77,29,682,202025.54,1,0.0,2
15718289,112549.99,82291.1,46,553,164582.2,1,1.0,1
15654733,93336.93,117056.46,57,794,234112.92,1,1.0,1
15602797,187689.91,110132.55,49,645,110132.55,3,0.0,0
15778154,14217.77,122227.71,50,628,244455.42,1,1.0,1
15806230,64849.74,121647.54,40,629,243295.08,2,1.0,1
15662884,160122.66,110597.76,58,739,221195.52,1,1.0,1
15750778,138160.11,120731.39,60,653,0.0,4,0.0,0
15677804,80178.54,0.0,38,783,0.0,3,1.0,0
15615126,182156.81,0.0,37,780,0.0,2,0.0,3
15753847,174916.85,0.0,45,645,0.0,1,1.0,3
15757541,180249.94,151772.63,33,778,0.0,2,0.0,2
15618255,143049.72,103244.86,56,642,206489.72,2,0.0,2
15750156,8059.44,104568.41,59,662,209136.82,1,1.0,1
15720305,136767.16,86376.29,40,591,86376.29,1,0.0,2
15698716,33350.26,87926.24,70,620,0.0,2,0.0,2
15732266,165378.66,127997.83,53,553,255995.66,1,1.0,1
15640258,50664.07,94238.75,50,685,0.0,2,0.0,2
15743871,25843.7,0.0,59,567,0.0,2,1.0,3
15626008,162756.29,111973.97,52,622,223947.94,1,0.0,2
15648362,84300.4,108924.33,45,728,217848.66,2,1.0,1
15723717,163147.99,118334.44,41,483,236668.88,1,1.0,1
15659736,10070.4,121411.9,66,716,242823.8,1,1.0,1
15603170,190068.53,121455.65,32,654,0.0,1,1.0,1
15619972,125440.11,167664.83,47,807,0.0,1,0.0,2
15756610,47019.66,123770.46,38,657,247540.92,1,0.0,2
15663164,84358.71,116150.65,49,663,232301.3,3,1.0,0
15714981,55775.84,0.0,37,476,0.0,1,1.0,3
15743673,85129.77,113873.22,27,551,113873.22,1,1.0,1
15720071,61820.41,0.0,49,535,0.0,1,0.0,3
15783030,72852.74,0.0,40,685,0.0,1,0.0,3
15627665,74379.57,0.0,46,614,0.0,1,1.0,3
15814092,173117.22,0.0,44,626,0.0,1,0.0,3
15650442,167087.34,141528.88,32,644,283057.76,1,0.0,2
15601659,163141.18,91680.1,59,496,183360.2,2,0.0,2
15737071,84361.72,162039.78,60,639,0.0,1,0.0,2
15792064,180598.28,114421.55,53,545,228843.1,1,1.0,1
15677052,126160.24,0.0,59,589,0.0,2,0.0,3
15653776,27145.73,162082.31,57,720,324164.62,4,0.0,0
15597914,26912.72,117306.69,51,641,234613.38,4,0.0,0
15678034,13464.64,180226.24,46,811,0.0,1,1.0,1
15697100,184564.67,108736.52,48,772,217473.04,1,0.0,2
15606641,77142.42,100260.88,56,762,200521.76,3,1.0,0
15569079,64345.61,126066.26,48,632,252132.52,1,1.0,1
15640034,43435.43,139561.46,42,551,0.0,1,1.0,1
15807563,183239.71,0.0,52,841,0.0,1,0.0,3
15684461,146213.75,0.0,31,469,0.0,1,0.0,3
15734762,4176.17,115895.22,56,602,0.0,3,0.0,0
15800083,169781.45,24043.45,45,559,0.0,1,1.0,3
15689886,51467.92,132287.92,39,626,264575.84,3,1.0,0
15676404,12106.82,0.0,50,672,0.0,1,0.0,3
15812262,35140.49,100431.84,37,808,200863.68,1,0.0,2
15669301,62454.01,150358.97,29,778,300717.94,1,0.0,2
15798470,158323.81,75990.97,48,764,75990.97,1,0.0,2
15676571,944.41,0.0,55,850,0.0,1,1.0,3
15643865,164652.02,92055.36,40,601,0.0,1,0.0,2
15647008,110498.1,116726.22,54,624,233452.44,1,1.0,1
15608406,60941.27,111128.04,26,678,0.0,1,1.0,1
15625545,117977.45,0.0,52,712,0.0,1,1.0,3
15810829,13921.82,0.0,48,618,0.0,1,1.0,3
15757952,102530.35,0.0,44,651,0.0,3,1.0,0
15609623,28092.77,0.0,63,637,0.0,1,0.0,3
15569098,35300.08,153548.12,44,627,0.0,1,1.0,1
15664001,70140.8,95231.91,53,695,190463.82,1,0.0,2
15654562,5669.31,174088.3,45,850,174088.3,4,0.0,0
15693376,2920.63,0.0,43,741,0.0,2,1.0,3
15577587,41730.37,121016.23,52,550,242032.46,1,1.0,1
15635141,60192.14,118210.42,59,598,236420.84,2,1.0,1
15747168,166475.44,103108.8,47,626,206217.6,1,0.0,2
15796910,84106.17,0.0,57,625,0.0,1,0.0,3
15707674,81436.68,131852.81,58,515,0.0,1,0.0,2
15565706,83256.26,0.0,35,612,0.0,1,1.0,3
15720929,9308.1,62094.71,47,604,0.0,3,0.0,0
15729201,153356.8,0.0,55,682,0.0,1,1.0,3
15615207,5557.88,0.0,47,792,0.0,1,1.0,3
15574213,5036.39,158271.74,53,789,0.0,1,0.0,2
15583840,23481.69,121863.61,35,587,243727.22,1,1.0,1
15782418,143022.31,83495.11,19,589,166990.22,1,0.0,2
15711314,125939.22,0.0,45,589,0.0,1,0.0,3
15627847,136985.08,0.0,40,850,0.0,1,1.0,3
15588090,140937.91,107494.86,51,726,214989.72,2,0.0,2
15735270,48161.18,0.0,47,767,0.0,1,1.0,3
15746553,159456.87,124233.24,50,526,248466.48,1,1.0,1
15622518,70454.79,51116.26,26,768,0.0,1,0.0,3
15664555,106174.7,0.0,40,587,0.0,4,1.0,0
15761294,130846.79,137464.04,56,667,274928.08,1,0.0,2
15673984,171840.24,0.0,35,536,0.0,1,0.0,3
15709941,90747.94,0.0,46,753,0.0,3,1.0,0
15690021,28204.98,132002.7,42,502,264005.4,1,0.0,2
15740527,5893.23,142724.48,62,766,285448.96,1,0.0,2
15657529,72496.05,99141.86,53,714,198283.72,1,1.0,1
15800287,150156.82,127660.46,46,706,127660.46,2,0.0,2
15616454,197221.81,111905.43,34,476,223810.86,1,0.0,2
15778149,110440.5,0.0,68,538,0.0,2,1.0,3
15791867,69228.2,108895.93,44,544,217791.86,1,1.0,1
15675380,115462.27,154669.77,56,573,154669.77,1,1.0,1
15775294,91829.17,0.0,31,692,0.0,2,0.0,3
15654000,133991.11,0.0,35,705,0.0,1,0.0,3
15719991,80259.67,154733.97,52,727,154733.97,1,0.0,2
15720687,191035.18,112609.91,41,576,0.0,1,0.0,2
15720774,104240.77,89118.26,44,850,89118.26,1,1.0,1
15579566,18761.92,120867.18,43,616,120867.18,1,0.0,2
15771543,166423.66,134237.07,31,507,268474.14,1,1.0,1
15810460,112520.07,0.0,64,708,0.0,3,0.0,0
15771742,128481.5,115442.19,38,580,230884.38,2,1.0,1
15772412,179689.05,135370.12,30,554,135370.12,1,1.0,1
15654577,2619.64,92877.33,54,549,185754.66,1,1.0,1
15584536,133516.51,97042.6,46,720,194085.2,1,1.0,1
15585853,163736.09,0.0,41,743,0.0,1,1.0,3
15645271,179488.41,108528.07,24,615,217056.14,2,1.0,1
15623107,64907.48,74274.87,45,686,74274.87,3,1.0,0
